Time (s),Altitude (m),Velocity (m/s),Mass (kg),Fuel (%)
0.00,-0.06,-0.58,29995.63,99.98
0.10,-0.17,-1.16,29991.26,99.96
0.20,-0.35,-1.75,29986.89,99.93
0.30,-0.58,-2.33,29982.52,99.91
0.40,-0.87,-2.91,29978.15,99.89
0.50,-1.22,-3.49,29973.78,99.87
0.60,-1.63,-4.07,29969.41,99.85
0.70,-2.09,-4.65,29965.04,99.83
0.80,-2.62,-5.24,29960.67,99.80
0.90,-3.20,-5.82,29956.30,99.78
1.00,-3.84,-6.40,29951.93,99.76
1.10,-4.54,-6.98,29947.56,99.74
1.20,-5.29,-7.56,29943.19,99.72
1.30,-6.11,-8.14,29938.82,99.69
1.40,-6.98,-8.72,29934.45,99.67
1.50,-7.91,-9.30,29930.08,99.65
1.60,-8.90,-9.89,29925.71,99.63
1.70,-9.95,-10.47,29921.34,99.61
1.80,-11.05,-11.05,29916.97,99.58
1.90,-12.21,-11.63,29912.60,99.56
2.00,-13.44,-12.21,29908.23,99.54
2.10,-14.71,-12.79,29903.86,99.52
2.20,-16.05,-13.37,29899.49,99.50
2.30,-17.45,-13.95,29895.11,99.48
2.40,-18.90,-14.53,29890.74,99.45
2.50,-20.41,-15.11,29886.37,99.43
2.60,-21.98,-15.69,29882.00,99.41
2.70,-23.61,-16.27,29877.63,99.39
2.80,-25.29,-16.85,29873.26,99.37
2.90,-27.04,-17.43,29868.89,99.34
3.00,-28.84,-18.01,29864.52,99.32
3.10,-30.70,-18.60,29860.15,99.30
3.20,-32.62,-19.18,29855.78,99.28
3.30,-34.59,-19.76,29851.41,99.26
3.40,-36.62,-20.34,29847.04,99.24
3.50,-38.72,-20.92,29842.67,99.21
3.60,-40.87,-21.50,29838.30,99.19
3.70,-43.07,-22.07,29833.93,99.17
3.80,-45.34,-22.65,29829.56,99.15
3.90,-47.66,-23.23,29825.19,99.13
4.00,-50.04,-23.81,29820.82,99.10
4.10,-52.48,-24.39,29816.45,99.08
4.20,-54.98,-24.97,29812.08,99.06
4.30,-57.54,-25.55,29807.71,99.04
4.40,-60.15,-26.13,29803.34,99.02
4.50,-62.82,-26.71,29798.97,98.99
4.60,-65.55,-27.29,29794.60,98.97
4.70,-68.34,-27.87,29790.23,98.95
4.80,-71.18,-28.45,29785.86,98.93
4.90,-74.08,-29.03,29781.49,98.91
5.00,-77.04,-29.61,29777.12,98.89
5.10,-80.06,-30.19,29772.75,98.86
5.20,-83.14,-30.77,29768.38,98.84
5.30,-86.27,-31.34,29764.01,98.82
5.40,-89.47,-31.92,29759.64,98.80
5.50,-92.72,-32.50,29755.27,98.78
5.60,-96.02,-33.08,29750.90,98.75
5.70,-99.39,-33.66,29746.53,98.73
5.80,-102.81,-34.24,29742.16,98.71
5.90,-106.30,-34.82,29737.79,98.69
6.00,-109.84,-35.40,29733.42,98.67
6.10,-113.43,-35.97,29729.05,98.65
6.20,-117.09,-36.55,29724.68,98.62
6.30,-120.80,-37.13,29720.31,98.60
6.40,-124.57,-37.71,29715.94,98.58
6.50,-128.40,-38.29,29711.57,98.56
6.60,-132.29,-38.87,29707.20,98.54
6.70,-136.23,-39.44,29702.83,98.51
6.80,-140.23,-40.02,29698.46,98.49
6.90,-144.29,-40.60,29694.09,98.47
7.00,-148.41,-41.18,29689.71,98.45
7.10,-152.59,-41.75,29685.34,98.43
7.20,-156.82,-42.33,29680.97,98.40
7.30,-161.11,-42.91,29676.60,98.38
7.40,-165.46,-43.49,29672.23,98.36
7.50,-169.87,-44.07,29667.86,98.34
7.60,-174.33,-44.64,29663.49,98.32
7.70,-178.85,-45.22,29659.12,98.30
7.80,-183.43,-45.80,29654.75,98.27
7.90,-188.07,-46.38,29650.38,98.25
8.00,-192.77,-46.95,29646.01,98.23
8.10,-197.52,-47.53,29641.64,98.21
8.20,-202.33,-48.11,29637.27,98.19
8.30,-207.20,-48.68,29632.90,98.16
8.40,-212.12,-49.26,29628.53,98.14
8.50,-217.11,-49.84,29624.16,98.12
8.60,-222.15,-50.42,29619.79,98.10
8.70,-227.25,-50.99,29615.42,98.08
8.80,-232.41,-51.57,29611.05,98.06
8.90,-237.62,-52.15,29606.68,98.03
9.00,-242.89,-52.72,29602.31,98.01
9.10,-248.22,-53.30,29597.94,97.99
9.20,-253.61,-53.88,29593.57,97.97
9.30,-259.06,-54.45,29589.20,97.95
9.40,-264.56,-55.03,29584.83,97.92
9.50,-270.12,-55.61,29580.46,97.90
9.60,-275.74,-56.18,29576.09,97.88
9.70,-281.41,-56.76,29571.72,97.86
9.80,-287.15,-57.34,29567.35,97.84
9.90,-292.94,-57.91,29562.98,97.81
10.00,-298.79,-58.49,29558.61,97.79
10.10,-304.69,-59.06,29554.24,97.77
10.20,-310.66,-59.64,29549.87,97.75
10.30,-316.68,-60.22,29545.50,97.73
10.40,-322.76,-60.79,29541.13,97.71
10.50,-328.89,-61.37,29536.76,97.68
10.60,-335.09,-61.94,29532.39,97.66
10.70,-341.34,-62.52,29528.02,97.64
10.80,-347.65,-63.09,29523.65,97.62
10.90,-354.02,-63.67,29519.28,97.60
11.00,-360.44,-64.25,29514.91,97.57
11.10,-366.92,-64.82,29510.54,97.55
11.20,-373.46,-65.40,29506.17,97.53
11.30,-380.06,-65.97,29501.80,97.51
11.40,-386.72,-66.55,29497.43,97.49
11.50,-393.43,-67.12,29493.06,97.47
11.60,-400.20,-67.70,29488.69,97.44
11.70,-407.03,-68.27,29484.31,97.42
11.80,-413.91,-68.85,29479.94,97.40
11.90,-420.85,-69.42,29475.57,97.38
12.00,-427.85,-70.00,29471.20,97.36
12.10,-434.91,-70.57,29466.83,97.33
12.20,-442.03,-71.15,29462.46,97.31
12.30,-449.20,-71.72,29458.09,97.29
12.40,-456.43,-72.30,29453.72,97.27
12.50,-463.71,-72.87,29449.35,97.25
12.60,-471.06,-73.45,29444.98,97.22
12.70,-478.46,-74.02,29440.61,97.20
12.80,-485.92,-74.60,29436.24,97.18
12.90,-493.44,-75.17,29431.87,97.16
13.00,-501.01,-75.75,29427.50,97.14
13.10,-508.65,-76.32,29423.13,97.12
13.20,-516.33,-76.89,29418.76,97.09
13.30,-524.08,-77.47,29414.39,97.07
13.40,-531.89,-78.04,29410.02,97.05
13.50,-539.75,-78.62,29405.65,97.03
13.60,-547.67,-79.19,29401.28,97.01
13.70,-555.64,-79.77,29396.91,96.98
13.80,-563.68,-80.34,29392.54,96.96
13.90,-571.77,-80.91,29388.17,96.94
14.00,-579.92,-81.49,29383.80,96.92
14.10,-588.12,-82.06,29379.43,96.90
14.20,-596.39,-82.63,29375.06,96.88
14.30,-604.71,-83.21,29370.69,96.85
14.40,-613.09,-83.78,29366.32,96.83
14.50,-621.52,-84.36,29361.95,96.81
14.60,-630.01,-84.93,29357.58,96.79
14.70,-638.56,-85.50,29353.21,96.77
14.80,-647.17,-86.08,29348.84,96.74
14.90,-655.84,-86.65,29344.47,96.72
15.00,-664.56,-87.22,29340.10,96.70
15.10,-673.34,-87.80,29335.73,96.68
15.20,-682.18,-88.37,29331.36,96.66
15.30,-691.07,-88.94,29326.99,96.63
15.40,-700.02,-89.51,29322.62,96.61
15.50,-709.03,-90.09,29318.25,96.59
15.60,-718.10,-90.66,29313.88,96.57
15.70,-727.22,-91.23,29309.51,96.55
15.80,-736.40,-91.81,29305.14,96.53
15.90,-745.64,-92.38,29300.77,96.50
16.00,-754.93,-92.95,29296.40,96.48
16.10,-764.28,-93.52,29292.03,96.46
16.20,-773.69,-94.10,29287.66,96.44
16.30,-783.16,-94.67,29283.29,96.42
16.40,-792.69,-95.24,29278.91,96.39
16.50,-802.27,-95.81,29274.54,96.37
16.60,-811.91,-96.39,29270.17,96.35
16.70,-821.60,-96.96,29265.80,96.33
16.80,-831.35,-97.53,29261.43,96.31
16.90,-841.16,-98.10,29257.06,96.29
17.00,-851.03,-98.68,29252.69,96.26
17.10,-860.96,-99.25,29248.32,96.24
17.20,-870.94,-99.82,29243.95,96.22
17.30,-880.98,-100.39,29239.58,96.20
17.40,-891.07,-100.96,29235.21,96.18
17.50,-901.23,-101.53,29230.84,96.15
17.60,-911.44,-102.11,29226.47,96.13
17.70,-921.71,-102.68,29222.10,96.11
17.80,-932.03,-103.25,29217.73,96.09
17.90,-942.41,-103.82,29213.36,96.07
18.00,-952.85,-104.39,29208.99,96.04
18.10,-963.35,-104.96,29204.62,96.02
18.20,-973.90,-105.54,29200.25,96.00
18.30,-984.51,-106.11,29195.88,95.98
18.40,-995.18,-106.68,29191.51,95.96
18.50,-1005.91,-107.25,29187.14,95.94
18.60,-1016.69,-107.82,29182.77,95.91
18.70,-1027.53,-108.39,29178.40,95.89
18.80,-1038.42,-108.96,29174.03,95.87
18.90,-1049.38,-109.53,29169.66,95.85
19.00,-1060.39,-110.10,29165.29,95.83
19.10,-1071.46,-110.68,29160.92,95.80
19.20,-1082.58,-111.25,29156.55,95.78
19.30,-1093.76,-111.82,29152.18,95.76
19.40,-1105.00,-112.39,29147.81,95.74
19.50,-1116.30,-112.96,29143.44,95.72
19.60,-1127.65,-113.53,29139.07,95.70
19.70,-1139.06,-114.10,29134.70,95.67
19.80,-1150.53,-114.67,29130.33,95.65
19.90,-1162.05,-115.24,29125.96,95.63
20.00,-1173.63,-115.81,29121.59,95.61
20.10,-1185.27,-116.38,29117.22,95.59
20.20,-1196.97,-116.95,29112.85,95.56
20.30,-1208.72,-117.52,29108.48,95.54
20.40,-1220.53,-118.09,29104.11,95.52
20.50,-1232.39,-118.66,29099.74,95.50
20.60,-1244.32,-119.23,29095.37,95.48
20.70,-1256.30,-119.80,29091.00,95.45
20.80,-1268.33,-120.37,29086.63,95.43
20.90,-1280.43,-120.94,29082.26,95.41
21.00,-1292.58,-121.51,29077.89,95.39
21.10,-1304.79,-122.08,29073.51,95.37
21.20,-1317.05,-122.65,29069.14,95.35
21.30,-1329.37,-123.22,29064.77,95.32
21.40,-1341.75,-123.79,29060.40,95.30
21.50,-1354.19,-124.36,29056.03,95.28
21.60,-1366.68,-124.93,29051.66,95.26
21.70,-1379.23,-125.50,29047.29,95.24
21.80,-1391.84,-126.07,29042.92,95.21
21.90,-1404.50,-126.64,29038.55,95.19
22.00,-1417.22,-127.21,29034.18,95.17
22.10,-1430.00,-127.78,29029.81,95.15
22.20,-1442.83,-128.34,29025.44,95.13
22.30,-1455.73,-128.91,29021.07,95.11
22.40,-1468.67,-129.48,29016.70,95.08
22.50,-1481.68,-130.05,29012.33,95.06
22.60,-1494.74,-130.62,29007.96,95.04
22.70,-1507.86,-131.19,29003.59,95.02
22.80,-1521.04,-131.76,28999.22,95.00
22.90,-1534.27,-132.33,28994.85,94.97
23.00,-1547.56,-132.89,28990.48,94.95
23.10,-1560.90,-133.46,28986.11,94.93
23.20,-1574.31,-134.03,28981.74,94.91
23.30,-1587.77,-134.60,28977.37,94.89
23.40,-1601.28,-135.17,28973.00,94.87
23.50,-1614.86,-135.74,28968.63,94.84
23.60,-1628.49,-136.30,28964.26,94.82
23.70,-1642.18,-136.87,28959.89,94.80
23.80,-1655.92,-137.44,28955.52,94.78
23.90,-1669.72,-138.01,28951.15,94.76
24.00,-1683.58,-138.58,28946.78,94.73
24.10,-1697.49,-139.15,28942.41,94.71
24.20,-1711.46,-139.71,28938.04,94.69
24.30,-1725.49,-140.28,28933.67,94.67
24.40,-1739.58,-140.85,28929.30,94.65
24.50,-1753.72,-141.42,28924.93,94.62
24.60,-1767.92,-141.98,28920.56,94.60
24.70,-1782.17,-142.55,28916.19,94.58
24.80,-1796.48,-143.12,28911.82,94.56
24.90,-1810.85,-143.69,28907.45,94.54
25.00,-1825.28,-144.25,28903.08,94.52
25.10,-1839.76,-144.82,28898.71,94.49
25.20,-1854.30,-145.39,28894.34,94.47
25.30,-1868.90,-145.96,28889.97,94.45
25.40,-1883.55,-146.52,28885.60,94.43
25.50,-1898.26,-147.09,28881.23,94.41
25.60,-1913.02,-147.66,28876.86,94.38
25.70,-1927.84,-148.22,28872.49,94.36
25.80,-1942.72,-148.79,28868.12,94.34
25.90,-1957.66,-149.36,28863.74,94.32
26.00,-1972.65,-149.93,28859.37,94.30
26.10,-1987.70,-150.49,28855.00,94.28
26.20,-2002.81,-151.06,28850.63,94.25
26.30,-2017.97,-151.63,28846.26,94.23
26.40,-2033.19,-152.19,28841.89,94.21
26.50,-2048.47,-152.76,28837.52,94.19
26.60,-2063.80,-153.33,28833.15,94.17
26.70,-2079.19,-153.89,28828.78,94.14
26.80,-2094.63,-154.46,28824.41,94.12
26.90,-2110.14,-155.02,28820.04,94.10
27.00,-2125.69,-155.59,28815.67,94.08
27.10,-2141.31,-156.16,28811.30,94.06
27.20,-2156.98,-156.72,28806.93,94.03
27.30,-2172.71,-157.29,28802.56,94.01
27.40,-2188.50,-157.86,28798.19,93.99
27.50,-2204.34,-158.42,28793.82,93.97
27.60,-2220.24,-158.99,28789.45,93.95
27.70,-2236.19,-159.55,28785.08,93.93
27.80,-2252.21,-160.12,28780.71,93.90
27.90,-2268.27,-160.68,28776.34,93.88
28.00,-2284.40,-161.25,28771.97,93.86
28.10,-2300.58,-161.82,28767.60,93.84
28.20,-2316.82,-162.38,28763.23,93.82
28.30,-2333.11,-162.95,28758.86,93.79
28.40,-2349.46,-163.51,28754.49,93.77
28.50,-2365.87,-164.08,28750.12,93.75
28.60,-2382.34,-164.64,28745.75,93.73
28.70,-2398.86,-165.21,28741.38,93.71
28.80,-2415.43,-165.77,28737.01,93.69
28.90,-2432.07,-166.34,28732.64,93.66
29.00,-2448.76,-166.90,28728.27,93.64
29.10,-2465.51,-167.47,28723.90,93.62
29.20,-2482.31,-168.03,28719.53,93.60
29.30,-2499.17,-168.60,28715.16,93.58
29.40,-2516.09,-169.16,28710.79,93.55
29.50,-2533.06,-169.73,28706.42,93.53
29.60,-2550.09,-170.29,28702.05,93.51
29.70,-2567.17,-170.86,28697.68,93.49
29.80,-2584.32,-171.42,28693.31,93.47
29.90,-2601.51,-171.99,28688.94,93.44
30.00,-2618.77,-172.55,28684.57,93.42
30.10,-2636.08,-173.12,28680.20,93.40
30.20,-2653.45,-173.68,28675.83,93.38
30.30,-2670.87,-174.25,28671.46,93.36
30.40,-2688.36,-174.81,28667.09,93.34
30.50,-2705.89,-175.37,28662.72,93.31
30.60,-2723.49,-175.94,28658.34,93.29
30.70,-2741.14,-176.50,28653.97,93.27
30.80,-2758.84,-177.07,28649.60,93.25
30.90,-2776.61,-177.63,28645.23,93.23
31.00,-2794.43,-178.19,28640.86,93.20
31.10,-2812.30,-178.76,28636.49,93.18
31.20,-2830.23,-179.32,28632.12,93.16
31.30,-2848.22,-179.89,28627.75,93.14
31.40,-2866.27,-180.45,28623.38,93.12
31.50,-2884.37,-181.01,28619.01,93.10
31.60,-2902.53,-181.58,28614.64,93.07
31.70,-2920.74,-182.14,28610.27,93.05
31.80,-2939.01,-182.70,28605.90,93.03
31.90,-2957.34,-183.27,28601.53,93.01
32.00,-2975.72,-183.83,28597.16,92.99
32.10,-2994.16,-184.39,28592.79,92.96
32.20,-3012.65,-184.96,28588.42,92.94
32.30,-3031.21,-185.52,28584.05,92.92
32.40,-3049.81,-186.08,28579.68,92.90
32.50,-3068.48,-186.65,28575.31,92.88
32.60,-3087.20,-187.21,28570.94,92.85
32.70,-3105.98,-187.77,28566.57,92.83
32.80,-3124.81,-188.33,28562.20,92.81
32.90,-3143.70,-188.90,28557.83,92.79
33.00,-3162.65,-189.46,28553.46,92.77
33.10,-3181.65,-190.02,28549.09,92.75
33.20,-3200.71,-190.59,28544.72,92.72
33.30,-3219.82,-191.15,28540.35,92.70
33.40,-3238.99,-191.71,28535.98,92.68
33.50,-3258.22,-192.27,28531.61,92.66
33.60,-3277.50,-192.84,28527.24,92.64
33.70,-3296.84,-193.40,28522.87,92.61
33.80,-3316.24,-193.96,28518.50,92.59
33.90,-3335.69,-194.52,28514.13,92.57
34.00,-3355.20,-195.08,28509.76,92.55
34.10,-3374.77,-195.65,28505.39,92.53
34.20,-3394.39,-196.21,28501.02,92.51
34.30,-3414.06,-196.77,28496.65,92.48
34.40,-3433.80,-197.33,28492.28,92.46
34.50,-3453.59,-197.89,28487.91,92.44
34.60,-3473.43,-198.46,28483.54,92.42
