Time (s),Altitude (m),Velocity (m/s),Mass (kg),Fuel (%)
0.00,0.30,3.02,29956.30,99.78
0.10,0.91,6.04,29912.60,99.56
0.20,1.81,9.07,29868.89,99.34
0.30,3.02,12.11,29825.19,99.13
0.40,4.54,15.15,29781.49,98.91
0.50,6.36,18.20,29737.79,98.69
0.60,8.48,21.25,29694.09,98.47
0.70,10.91,24.31,29650.38,98.25
0.80,13.65,27.38,29606.68,98.03
0.90,16.70,30.45,29562.98,97.81
1.00,20.05,33.53,29519.28,97.60
1.10,23.71,36.62,29475.57,97.38
1.20,27.68,39.71,29431.87,97.16
1.30,31.96,42.81,29388.17,96.94
1.40,36.55,45.91,29344.47,96.72
1.50,41.46,49.02,29300.77,96.50
1.60,46.67,52.14,29257.06,96.29
1.70,52.20,55.27,29213.36,96.07
1.80,58.04,58.40,29169.66,95.85
1.90,64.19,61.54,29125.96,95.63
2.00,70.66,64.68,29082.26,95.41
2.10,77.44,67.84,29038.55,95.19
2.20,84.54,71.00,28994.85,94.97
2.30,91.96,74.16,28951.15,94.76
2.40,99.69,77.34,28907.45,94.54
2.50,107.75,80.52,28863.74,94.32
2.60,116.12,83.71,28820.04,94.10
2.70,124.81,86.90,28776.34,93.88
2.80,133.82,90.11,28732.64,93.66
2.90,143.15,93.32,28688.94,93.44
3.00,152.80,96.54,28645.23,93.23
3.10,162.78,99.76,28601.53,93.01
3.20,173.08,103.00,28557.83,92.79
3.30,183.70,106.24,28514.13,92.57
3.40,194.65,109.49,28470.43,92.35
3.50,205.93,112.74,28426.72,92.13
3.60,217.53,116.01,28383.02,91.92
3.70,229.45,119.28,28339.32,91.70
3.80,241.71,122.56,28295.62,91.48
3.90,254.30,125.85,28251.92,91.26
4.00,267.21,129.15,28208.21,91.04
4.10,280.46,132.45,28164.51,90.82
4.20,294.03,135.77,28120.81,90.60
4.30,307.94,139.09,28077.11,90.39
4.40,322.18,142.42,28033.40,90.17
4.50,336.76,145.76,27989.70,89.95
4.60,351.67,149.11,27946.00,89.73
4.70,366.92,152.46,27902.30,89.51
4.80,382.50,155.83,27858.60,89.29
4.90,398.42,159.20,27814.89,89.07
5.00,414.68,162.58,27771.19,88.86
5.10,431.28,165.98,27727.49,88.64
5.20,448.21,169.38,27683.79,88.42
5.30,465.49,172.78,27640.09,88.20
5.40,483.11,176.20,27596.38,87.98
5.50,501.08,179.63,27552.68,87.76
5.60,519.38,183.07,27508.98,87.54
5.70,538.03,186.51,27465.28,87.33
5.80,557.03,189.97,27421.57,87.11
5.90,576.37,193.43,27377.87,86.89
6.00,596.06,196.91,27334.17,86.67
6.10,616.10,200.39,27290.47,86.45
6.20,636.49,203.88,27246.77,86.23
6.30,657.23,207.39,27203.06,86.02
6.40,678.32,210.90,27159.36,85.80
6.50,699.76,214.42,27115.66,85.58
6.60,721.56,217.95,27071.96,85.36
6.70,743.71,221.50,27028.26,85.14
6.80,766.21,225.05,26984.55,84.92
6.90,789.07,228.61,26940.85,84.70
7.00,812.29,232.18,26897.15,84.49
7.10,835.87,235.77,26853.45,84.27
7.20,859.80,239.36,26809.74,84.05
7.30,884.10,242.96,26766.04,83.83
7.40,908.76,246.58,26722.34,83.61
7.50,933.78,250.20,26678.64,83.39
7.60,959.16,253.84,26634.94,83.17
7.70,984.91,257.48,26591.23,82.96
7.80,1011.03,261.14,26547.53,82.74
7.90,1037.51,264.81,26503.83,82.52
8.00,1064.36,268.49,26460.13,82.30
8.10,1091.57,272.18,26416.43,82.08
8.20,1119.16,275.88,26372.72,81.86
8.30,1147.12,279.59,26329.02,81.65
8.40,1175.45,283.31,26285.32,81.43
8.50,1204.16,287.05,26241.62,81.21
8.60,1233.24,290.79,26197.92,80.99
8.70,1262.69,294.55,26154.21,80.77
8.80,1292.52,298.32,26110.51,80.55
8.90,1322.73,302.10,26066.81,80.33
9.00,1353.32,305.89,26023.11,80.12
9.10,1384.29,309.69,25979.40,79.90
9.20,1415.64,313.50,25935.70,79.68
9.30,1447.37,317.33,25892.00,79.46
9.40,1479.49,321.17,25848.30,79.24
9.50,1511.99,325.02,25804.60,79.02
9.60,1544.88,328.88,25760.89,78.80
9.70,1578.16,332.76,25717.19,78.59
9.80,1611.82,336.65,25673.49,78.37
9.90,1645.87,340.54,25629.79,78.15
10.00,1680.32,344.46,25586.09,77.93
10.10,1715.16,348.38,25542.38,77.71
10.20,1750.39,352.32,25498.68,77.49
10.30,1786.02,356.27,25454.98,77.27
10.40,1822.04,360.23,25411.28,77.06
10.50,1858.46,364.20,25367.57,76.84
10.60,1895.28,368.19,25323.87,76.62
10.70,1932.50,372.19,25280.17,76.40
10.80,1970.12,376.20,25236.47,76.18
10.90,2008.14,380.23,25192.77,75.96
11.00,2046.57,384.27,25149.06,75.75
11.10,2085.40,388.32,25105.36,75.53
11.20,2124.64,392.39,25061.66,75.31
11.30,2164.28,396.47,25017.96,75.09
11.40,2204.34,400.56,24974.26,74.87
11.50,2244.81,404.67,24930.55,74.65
11.60,2285.69,408.78,24886.85,74.43
11.70,2326.98,412.92,24843.15,74.22
11.80,2368.68,417.07,24799.45,74.00
11.90,2410.81,421.23,24755.75,73.78
12.00,2453.35,425.40,24712.04,73.56
12.10,2496.31,429.59,24668.34,73.34
12.20,2539.68,433.79,24624.64,73.12
12.30,2583.49,438.01,24580.94,72.90
12.40,2627.71,442.24,24537.23,72.69
12.50,2672.36,446.48,24493.53,72.47
12.60,2717.43,450.74,24449.83,72.25
12.70,2762.93,455.02,24406.13,72.03
12.80,2808.86,459.31,24362.43,71.81
12.90,2855.23,463.61,24318.72,71.59
13.00,2902.02,467.93,24275.02,71.38
13.10,2949.24,472.26,24231.32,71.16
13.20,2996.91,476.61,24187.62,70.94
13.30,3045.00,480.97,24143.92,70.72
13.40,3093.54,485.35,24100.21,70.50
13.50,3142.51,489.74,24056.51,70.28
13.60,3191.92,494.14,24012.81,70.06
13.70,3241.78,498.57,23969.11,69.85
13.80,3292.08,503.00,23925.40,69.63
13.90,3342.83,507.46,23881.70,69.41
14.00,3394.02,511.92,23838.00,69.19
14.10,3445.66,516.41,23794.30,68.97
14.20,3497.75,520.91,23750.60,68.75
14.30,3550.29,525.42,23706.89,68.53
14.40,3603.29,529.95,23663.19,68.32
14.50,3656.74,534.50,23619.49,68.10
14.60,3710.64,539.06,23575.79,67.88
14.70,3765.01,543.64,23532.09,67.66
14.80,3819.83,548.23,23488.38,67.44
14.90,3875.11,552.84,23444.68,67.22
15.00,3930.86,557.47,23400.98,67.00
15.10,3987.07,562.11,23357.28,66.79
15.20,4043.75,566.77,23313.58,66.57
15.30,4100.89,571.44,23269.87,66.35
15.40,4158.51,576.13,23226.17,66.13
15.50,4216.59,580.84,23182.47,65.91
15.60,4275.15,585.57,23138.77,65.69
15.70,4334.18,590.31,23095.06,65.48
15.80,4393.69,595.07,23051.36,65.26
15.90,4453.67,599.84,23007.66,65.04
16.00,4514.13,604.63,22963.96,64.82
16.10,4575.08,609.44,22920.26,64.60
16.20,4636.50,614.27,22876.55,64.38
16.30,4698.41,619.11,22832.85,64.16
16.40,4760.81,623.97,22789.15,63.95
16.50,4823.69,628.84,22745.45,63.73
16.60,4887.07,633.74,22701.75,63.51
16.70,4950.93,638.65,22658.04,63.29
16.80,5015.29,643.58,22614.34,63.07
16.90,5080.14,648.53,22570.64,62.85
17.00,5145.49,653.49,22526.94,62.63
17.10,5211.34,658.47,22483.23,62.42
17.20,5277.69,663.47,22439.53,62.20
17.30,5344.54,668.49,22395.83,61.98
17.40,5411.89,673.53,22352.13,61.76
17.50,5479.75,678.58,22308.43,61.54
17.60,5548.11,683.65,22264.72,61.32
17.70,5616.99,688.74,22221.02,61.11
17.80,5686.37,693.85,22177.32,60.89
17.90,5756.27,698.97,22133.62,60.67
18.00,5826.68,704.12,22089.92,60.45
18.10,5897.61,709.28,22046.21,60.23
18.20,5969.05,714.46,22002.51,60.01
18.30,6041.02,719.66,21958.81,59.79
18.40,6113.51,724.88,21915.11,59.58
18.50,6186.52,730.12,21871.41,59.36
18.60,6260.06,735.37,21827.70,59.14
18.70,6334.12,740.65,21784.00,58.92
18.80,6408.72,745.94,21740.30,58.70
18.90,6483.84,751.25,21696.60,58.48
19.00,6559.50,756.58,21652.89,58.26
19.10,6635.69,761.93,21609.19,58.05
19.20,6712.42,767.30,21565.49,57.83
19.30,6789.69,772.69,21521.79,57.61
19.40,6867.50,778.10,21478.09,57.39
19.50,6945.86,783.53,21434.38,57.17
19.60,7024.75,788.97,21390.68,56.95
19.70,7104.20,794.44,21346.98,56.73
19.80,7184.19,799.93,21303.28,56.52
19.90,7264.73,805.43,21259.58,56.30
20.00,7345.83,810.96,21215.87,56.08
20.10,7427.48,816.50,21172.17,55.86
20.20,7509.68,822.07,21128.47,55.64
20.30,7592.45,827.65,21084.77,55.42
20.40,7675.78,833.25,21041.06,55.21
20.50,7759.66,838.88,20997.36,54.99
20.60,7844.12,844.52,20953.66,54.77
20.70,7929.13,850.19,20909.96,54.55
20.80,8014.72,855.87,20866.26,54.33
20.90,8100.88,861.58,20822.55,54.11
21.00,8187.61,867.30,20778.85,53.89
21.10,8274.91,873.05,20735.15,53.68
21.20,8362.80,878.81,20691.45,53.46
21.30,8451.26,884.60,20647.75,53.24
21.40,8540.30,890.41,20604.04,53.02
21.50,8629.92,896.24,20560.34,52.80
21.60,8720.13,902.09,20516.64,52.58
21.70,8810.92,907.95,20472.94,52.36
21.80,8902.31,913.84,20429.23,52.15
21.90,8994.28,919.76,20385.53,51.93
22.00,9086.85,925.69,20341.83,51.71
22.10,9180.02,931.64,20298.13,51.49
22.20,9273.78,937.62,20254.43,51.27
22.30,9368.14,943.61,20210.72,51.05
22.40,9463.10,949.63,20167.02,50.84
22.50,9558.67,955.66,20123.32,50.62
22.60,9654.84,961.72,20079.62,50.40
22.70,9751.62,967.80,20035.92,50.18
22.80,9849.01,973.91,19992.21,49.96
22.90,9947.02,980.03,19948.51,49.74
23.00,10045.63,986.17,19904.81,49.52
23.10,10144.87,992.34,19861.11,49.31
23.20,10244.72,998.53,19817.41,49.09
23.30,10345.19,1004.74,19773.70,48.87
23.40,10446.29,1010.97,19730.00,48.65
23.50,10548.01,1017.22,19686.30,48.43
23.60,10650.36,1023.50,19642.60,48.21
23.70,10753.34,1029.80,19598.89,47.99
23.80,10856.95,1036.12,19555.19,47.78
23.90,10961.20,1042.46,19511.49,47.56
24.00,11066.08,1048.82,19467.79,47.34
24.10,11171.64,1055.55,19424.09,47.12
24.20,11277.87,1062.29,19380.38,46.90
24.30,11384.77,1069.05,19336.68,46.68
24.40,11492.35,1075.83,19292.98,46.46
24.50,11600.62,1082.63,19249.28,46.25
24.60,11709.56,1089.44,19205.58,46.03
24.70,11819.19,1096.27,19161.87,45.81
24.80,11929.50,1103.12,19118.17,45.59
24.90,12040.50,1109.99,19074.47,45.37
25.00,12152.19,1116.88,19030.77,45.15
25.10,12264.57,1123.78,18987.06,44.94
25.20,12377.64,1130.70,18943.36,44.72
25.30,12491.40,1137.64,18899.66,44.50
25.40,12605.86,1144.60,18855.96,44.28
25.50,12721.02,1151.58,18812.26,44.06
25.60,12836.87,1158.57,18768.55,43.84
25.70,12953.43,1165.59,18724.85,43.62
25.80,13070.70,1172.62,18681.15,43.41
25.90,13188.66,1179.67,18637.45,43.19
26.00,13307.34,1186.74,18593.75,42.97
26.10,13426.72,1193.83,18550.04,42.75
26.20,13546.81,1200.94,18506.34,42.53
26.30,13667.62,1208.07,18462.64,42.31
26.40,13789.14,1215.21,18418.94,42.09
26.50,13911.38,1222.38,18375.24,41.88
26.60,14034.34,1229.56,18331.53,41.66
26.70,14158.01,1236.77,18287.83,41.44
26.80,14282.41,1243.99,18244.13,41.22
26.90,14407.54,1251.24,18200.43,41.00
27.00,14533.39,1258.50,18156.72,40.78
27.10,14659.97,1265.79,18113.02,40.57
27.20,14787.27,1273.09,18069.32,40.35
27.30,14915.32,1280.41,18025.62,40.13
27.40,15044.09,1287.76,17981.92,39.91
27.50,15173.60,1295.12,17938.21,39.69
27.60,15303.85,1302.51,17894.51,39.47
27.70,15434.85,1309.91,17850.81,39.25
27.80,15566.58,1317.34,17807.11,39.04
27.90,15699.06,1324.78,17763.41,38.82
28.00,15832.28,1332.25,17719.70,38.60
28.10,15966.26,1339.74,17676.00,38.38
28.20,16100.98,1347.25,17632.30,38.16
28.30,16236.46,1354.78,17588.60,37.94
28.40,16372.69,1362.33,17544.89,37.72
28.50,16509.68,1369.90,17501.19,37.51
28.60,16647.43,1377.50,17457.49,37.29
28.70,16785.94,1385.11,17413.79,37.07
28.80,16925.22,1392.75,17370.09,36.85
28.90,17065.26,1400.41,17326.38,36.63
29.00,17206.07,1408.09,17282.68,36.41
29.10,17347.65,1415.79,17238.98,36.19
29.20,17490.00,1423.52,17195.28,35.98
29.30,17633.13,1431.26,17151.58,35.76
29.40,17777.03,1439.03,17107.87,35.54
29.50,17921.71,1446.82,17064.17,35.32
29.60,18067.17,1454.64,17020.47,35.10
29.70,18213.42,1462.47,16976.77,34.88
29.80,18360.45,1470.33,16933.07,34.67
29.90,18508.28,1478.21,16889.36,34.45
30.00,18656.89,1486.12,16845.66,34.23
30.10,18806.29,1494.05,16801.96,34.01
30.20,18956.49,1502.00,16758.26,33.79
30.30,19107.49,1509.97,16714.55,33.57
30.40,19259.29,1517.97,16670.85,33.35
30.50,19411.89,1525.99,16627.15,33.14
30.60,19565.29,1534.04,16583.45,32.92
30.70,19719.50,1542.11,16539.75,32.70
30.80,19874.52,1550.20,16496.04,32.48
30.90,20030.35,1558.32,16452.34,32.26
31.00,20187.00,1566.46,16408.64,32.04
31.10,20344.46,1574.62,16364.94,31.82
31.20,20502.74,1582.81,16321.24,31.61
31.30,20661.84,1591.03,16277.53,31.39
31.40,20821.77,1599.27,16233.83,31.17
31.50,20982.52,1607.53,16190.13,30.95
31.60,21144.11,1615.82,16146.43,30.73
31.70,21306.52,1624.14,16102.72,30.51
31.80,21469.77,1632.48,16059.02,30.30
31.90,21633.85,1640.84,16015.32,30.08
32.00,21798.78,1649.23,15971.62,29.86
32.10,21964.54,1657.65,15927.92,29.64
32.20,22131.15,1666.09,15884.21,29.42
32.30,22298.61,1674.56,15840.51,29.20
32.40,22466.91,1683.05,15796.81,28.98
32.50,22636.07,1691.57,15753.11,28.77
32.60,22806.08,1700.12,15709.41,28.55
32.70,22976.95,1708.69,15665.70,28.33
32.80,23148.68,1717.29,15622.00,28.11
32.90,23321.27,1725.92,15578.30,27.89
33.00,23494.73,1734.58,15534.60,27.67
33.10,23669.06,1743.26,15490.90,27.45
33.20,23844.25,1751.96,15447.19,27.24
33.30,24020.32,1760.70,15403.49,27.02
33.40,24197.27,1769.46,15359.79,26.80
33.50,24375.09,1778.26,15316.09,26.58
33.60,24553.80,1787.07,15272.38,26.36
33.70,24733.39,1795.92,15228.68,26.14
33.80,24913.87,1804.80,15184.98,25.92
33.90,25095.24,1813.70,15141.28,25.71
34.00,25277.51,1822.63,15097.58,25.49
34.10,25460.67,1831.59,15053.87,25.27
34.20,25644.72,1840.58,15010.17,25.05
34.30,25829.68,1849.60,14966.47,24.83
34.40,26015.55,1858.65,14922.77,24.61
34.50,26202.32,1867.73,14879.07,24.40
34.60,26390.01,1876.84,14835.36,24.18
34.70,26578.60,1885.97,14791.66,23.96
34.80,26768.12,1895.14,14747.96,23.74
34.90,26958.55,1904.34,14704.26,23.52
35.00,27149.91,1913.57,14660.55,23.30
35.10,27342.19,1922.82,14616.85,23.08
35.20,27535.40,1932.11,14573.15,22.87
35.30,27729.54,1941.43,14529.45,22.65
35.40,27924.62,1950.78,14485.75,22.43
35.50,28120.64,1960.16,14442.04,22.21
35.60,28317.60,1969.58,14398.34,21.99
35.70,28515.50,1979.02,14354.64,21.77
35.80,28714.35,1988.50,14310.94,21.55
35.90,28914.15,1998.00,14267.24,21.34
36.00,29114.90,2007.55,14223.53,21.12
36.10,29316.61,2017.12,14179.83,20.90
36.20,29519.29,2026.72,14136.13,20.68
36.30,29722.92,2036.36,14092.43,20.46
36.40,29927.53,2046.03,14048.72,20.24
36.50,30133.10,2055.74,14005.02,20.03
36.60,30339.65,2065.47,13961.32,19.81
36.70,30547.17,2075.25,13917.62,19.59
36.80,30755.68,2085.05,13873.92,19.37
36.90,30965.17,2094.89,13830.21,19.15
37.00,31175.64,2104.76,13786.51,18.93
37.10,31387.11,2114.67,13742.81,18.71
37.20,31599.57,2124.61,13699.11,18.50
37.30,31813.03,2134.59,13655.41,18.28
37.40,32027.49,2144.60,13611.70,18.06
37.50,32242.96,2154.65,13568.00,17.84
37.60,32459.43,2164.73,13524.30,17.62
37.70,32676.91,2174.85,13480.60,17.40
37.80,32895.42,2185.01,13436.90,17.18
37.90,33114.94,2195.20,13393.19,16.97
38.00,33335.48,2205.43,13349.49,16.75
38.10,33557.05,2215.69,13305.79,16.53
38.20,33779.65,2225.99,13262.09,16.31
38.30,34003.28,2236.33,13218.38,16.09
38.40,34227.95,2246.71,13174.68,15.87
38.50,34453.66,2257.12,13130.98,15.65
38.60,34680.42,2267.57,13087.28,15.44
38.70,34908.23,2278.06,13043.58,15.22
38.80,35137.09,2288.59,12999.87,15.00
38.90,35367.00,2299.16,12956.17,14.78
39.00,35597.98,2309.77,12912.47,14.56
39.10,35830.02,2320.41,12868.77,14.34
39.20,36063.13,2331.10,12825.07,14.13
39.30,36297.31,2341.82,12781.36,13.91
39.40,36532.57,2352.59,12737.66,13.69
39.50,36768.91,2363.39,12693.96,13.47
39.60,37006.33,2374.24,12650.26,13.25
39.70,37244.85,2385.13,12606.55,13.03
39.80,37484.45,2396.05,12562.85,12.81
39.90,37725.15,2407.02,12519.15,12.60
40.00,37966.96,2418.03,12475.45,12.38
40.10,38209.87,2429.09,12431.75,12.16
40.20,38453.88,2440.18,12388.04,11.94
40.30,38699.02,2451.32,12344.34,11.72
40.40,38945.27,2462.50,12300.64,11.50
40.50,39192.64,2473.73,12256.94,11.28
40.60,39441.14,2484.99,12213.24,11.07
40.70,39690.77,2496.31,12169.53,10.85
40.80,39941.54,2507.66,12125.83,10.63
40.90,40193.44,2519.06,12082.13,10.41
41.00,40446.49,2530.51,12038.43,10.19
41.10,40700.69,2542.00,11994.73,9.97
41.20,40956.05,2553.53,11951.02,9.76
41.30,41212.56,2565.12,11907.32,9.54
41.40,41470.23,2576.74,11863.62,9.32
41.50,41729.07,2588.42,11819.92,9.10
41.60,41989.09,2600.14,11776.21,8.88
41.70,42250.28,2611.91,11732.51,8.66
41.80,42512.65,2623.72,11688.81,8.44
41.90,42776.21,2635.59,11645.11,8.23
42.00,43040.96,2647.50,11601.41,8.01
42.10,43306.91,2659.46,11557.70,7.79
42.20,43574.05,2671.47,11514.00,7.57
42.30,43842.41,2683.53,11470.30,7.35
42.40,44111.97,2695.64,11426.60,7.13
42.50,44382.75,2707.80,11382.90,6.91
42.60,44654.75,2720.01,11339.19,6.70
42.70,44927.98,2732.27,11295.49,6.48
42.80,45202.43,2744.58,11251.79,6.26
42.90,45478.13,2756.94,11208.09,6.04
43.00,45755.06,2769.35,11164.38,5.82
43.10,46033.25,2781.82,11120.68,5.60
43.20,46312.68,2794.34,11076.98,5.38
43.30,46593.37,2806.92,11033.28,5.17
43.40,46875.33,2819.54,10989.58,4.95
43.50,47158.55,2832.23,10945.87,4.73
43.60,47443.04,2844.96,10902.17,4.51
43.70,47728.82,2857.75,10858.47,4.29
43.80,48015.88,2870.60,10814.77,4.07
43.90,48304.23,2883.50,10771.07,3.86
44.00,48593.88,2896.46,10727.36,3.64
44.10,48884.82,2909.48,10683.66,3.42
44.20,49177.08,2922.55,10639.96,3.20
44.30,49470.65,2935.68,10596.26,2.98
44.40,49765.53,2948.87,10552.56,2.76
44.50,50061.75,2962.12,10508.85,2.54
44.60,50359.29,2975.42,10465.15,2.33
44.70,50658.17,2988.79,10421.45,2.11
44.80,50958.39,3002.22,10377.75,1.89
44.90,51259.96,3015.71,10334.04,1.67
45.00,51562.88,3029.25,10290.34,1.45
45.10,51867.17,3042.86,10246.64,1.23
45.20,52172.82,3056.54,10202.94,1.01
45.30,52479.85,3070.27,10159.24,0.80
45.40,52788.26,3084.07,10115.53,0.58
45.50,53098.05,3097.93,10071.83,0.36
45.60,53409.24,3111.86,10028.13,0.14
45.70,53721.82,3125.85,10000.00,0.00
45.80,54034.31,3124.89,10000.00,0.00
45.90,54346.71,3123.92,10000.00,0.00
46.00,54659.00,3122.96,10000.00,0.00
46.10,54971.20,3121.99,10000.00,0.00
46.20,55283.30,3121.03,10000.00,0.00
46.30,55595.31,3120.06,10000.00,0.00
46.40,55907.22,3119.10,10000.00,0.00
46.50,56219.03,3118.13,10000.00,0.00
46.60,56530.75,3117.17,10000.00,0.00
46.70,56842.37,3116.20,10000.00,0.00
46.80,57153.89,3115.24,10000.00,0.00
46.90,57465.32,3114.27,10000.00,0.00
47.00,57776.65,3113.31,10000.00,0.00
47.10,58087.88,3112.34,10000.00,0.00
47.20,58399.02,3111.38,10000.00,0.00
47.30,58710.06,3110.41,10000.00,0.00
47.40,59021.01,3109.45,10000.00,0.00
47.50,59331.86,3108.49,10000.00,0.00
47.60,59642.61,3107.52,10000.00,0.00
47.70,59953.27,3106.56,10000.00,0.00
47.80,60263.82,3105.59,10000.00,0.00
47.90,60574.29,3104.63,10000.00,0.00
48.00,60884.65,3103.67,10000.00,0.00
48.10,61194.93,3102.70,10000.00,0.00
48.20,61505.10,3101.74,10000.00,0.00
48.30,61815.18,3100.78,10000.00,0.00
48.40,62125.16,3099.81,10000.00,0.00
48.50,62435.04,3098.85,10000.00,0.00
48.60,62744.83,3097.89,10000.00,0.00
48.70,63054.52,3096.93,10000.00,0.00
48.80,63364.12,3095.96,10000.00,0.00
48.90,63673.62,3095.00,10000.00,0.00
49.00,63983.02,3094.04,10000.00,0.00
49.10,64292.33,3093.07,10000.00,0.00
49.20,64601.54,3092.11,10000.00,0.00
49.30,64910.66,3091.15,10000.00,0.00
49.40,65219.68,3090.19,10000.00,0.00
49.50,65528.60,3089.22,10000.00,0.00
49.60,65837.43,3088.26,10000.00,0.00
49.70,66146.16,3087.30,10000.00,0.00
49.80,66454.79,3086.34,10000.00,0.00
49.90,66763.33,3085.38,10000.00,0.00
50.00,67071.77,3084.42,10000.00,0.00
50.10,67380.11,3083.45,10000.00,0.00
50.20,67688.36,3082.49,10000.00,0.00
50.30,67996.52,3081.53,10000.00,0.00
50.40,68304.57,3080.57,10000.00,0.00
50.50,68612.53,3079.61,10000.00,0.00
50.60,68920.40,3078.65,10000.00,0.00
50.70,69228.17,3077.69,10000.00,0.00
50.80,69535.84,3076.72,10000.00,0.00
50.90,69843.42,3075.76,10000.00,0.00
51.00,70150.90,3074.80,10000.00,0.00
51.10,70458.28,3073.84,10000.00,0.00
51.20,70765.57,3072.88,10000.00,0.00
51.30,71072.76,3071.92,10000.00,0.00
51.40,71379.86,3070.96,10000.00,0.00
51.50,71686.86,3070.00,10000.00,0.00
51.60,71993.76,3069.04,10000.00,0.00
51.70,72300.57,3068.08,10000.00,0.00
51.80,72607.28,3067.12,10000.00,0.00
51.90,72913.90,3066.16,10000.00,0.00
52.00,73220.42,3065.20,10000.00,0.00
52.10,73526.84,3064.24,10000.00,0.00
52.20,73833.17,3063.28,10000.00,0.00
52.30,74139.40,3062.32,10000.00,0.00
52.40,74445.54,3061.36,10000.00,0.00
52.50,74751.58,3060.40,10000.00,0.00
52.60,75057.52,3059.44,10000.00,0.00
52.70,75363.37,3058.48,10000.00,0.00
52.80,75669.12,3057.52,10000.00,0.00
52.90,75974.78,3056.56,10000.00,0.00
53.00,76280.34,3055.61,10000.00,0.00
53.10,76585.80,3054.65,10000.00,0.00
53.20,76891.17,3053.69,10000.00,0.00
53.30,77196.45,3052.73,10000.00,0.00
53.40,77501.62,3051.77,10000.00,0.00
53.50,77806.70,3050.81,10000.00,0.00
53.60,78111.69,3049.85,10000.00,0.00
53.70,78416.58,3048.90,10000.00,0.00
53.80,78721.37,3047.94,10000.00,0.00
53.90,79026.07,3046.98,10000.00,0.00
54.00,79330.67,3046.02,10000.00,0.00
54.10,79635.18,3045.06,10000.00,0.00
54.20,79939.59,3044.11,10000.00,0.00
54.30,80243.90,3043.15,10000.00,0.00
54.40,80548.12,3042.19,10000.00,0.00
54.50,80852.25,3041.23,10000.00,0.00
54.60,81156.27,3040.27,10000.00,0.00
54.70,81460.21,3039.32,10000.00,0.00
54.80,81764.04,3038.36,10000.00,0.00
54.90,82067.78,3037.40,10000.00,0.00
55.00,82371.43,3036.45,10000.00,0.00
55.10,82674.98,3035.49,10000.00,0.00
55.20,82978.43,3034.53,10000.00,0.00
55.30,83281.79,3033.57,10000.00,0.00
55.40,83585.05,3032.62,10000.00,0.00
55.50,83888.21,3031.66,10000.00,0.00
55.60,84191.28,3030.70,10000.00,0.00
55.70,84494.26,3029.75,10000.00,0.00
55.80,84797.14,3028.79,10000.00,0.00
55.90,85099.92,3027.83,10000.00,0.00
56.00,85402.61,3026.88,10000.00,0.00
56.10,85705.20,3025.92,10000.00,0.00
56.20,86007.70,3024.97,10000.00,0.00
56.30,86310.10,3024.01,10000.00,0.00
56.40,86612.40,3023.05,10000.00,0.00
56.50,86914.61,3022.10,10000.00,0.00
56.60,87216.73,3021.14,10000.00,0.00
56.70,87518.75,3020.19,10000.00,0.00
56.80,87820.67,3019.23,10000.00,0.00
56.90,88122.50,3018.28,10000.00,0.00
57.00,88424.23,3017.32,10000.00,0.00
57.10,88725.87,3016.37,10000.00,0.00
57.20,89027.41,3015.41,10000.00,0.00
57.30,89328.85,3014.45,10000.00,0.00
57.40,89630.20,3013.50,10000.00,0.00
57.50,89931.46,3012.54,10000.00,0.00
57.60,90232.62,3011.59,10000.00,0.00
57.70,90533.68,3010.64,10000.00,0.00
57.80,90834.65,3009.68,10000.00,0.00
57.90,91135.52,3008.73,10000.00,0.00
58.00,91436.30,3007.77,10000.00,0.00
58.10,91736.98,3006.82,10000.00,0.00
58.20,92037.57,3005.86,10000.00,0.00
58.30,92338.06,3004.91,10000.00,0.00
58.40,92638.45,3003.95,10000.00,0.00
58.50,92938.75,3003.00,10000.00,0.00
58.60,93238.96,3002.05,10000.00,0.00
58.70,93539.07,3001.09,10000.00,0.00
58.80,93839.08,3000.14,10000.00,0.00
58.90,94139.00,2999.19,10000.00,0.00
59.00,94438.82,2998.23,10000.00,0.00
59.10,94738.55,2997.28,10000.00,0.00
59.20,95038.18,2996.32,10000.00,0.00
59.30,95337.72,2995.37,10000.00,0.00
59.40,95637.16,2994.42,10000.00,0.00
59.50,95936.51,2993.46,10000.00,0.00
59.60,96235.76,2992.51,10000.00,0.00
59.70,96534.91,2991.56,10000.00,0.00
59.80,96833.97,2990.61,10000.00,0.00
59.90,97132.94,2989.65,10000.00,0.00
60.00,97431.81,2988.70,10000.00,0.00
60.10,97730.58,2987.75,10000.00,0.00
60.20,98029.26,2986.80,10000.00,0.00
60.30,98327.85,2985.84,10000.00,0.00
60.40,98626.34,2984.89,10000.00,0.00
60.50,98924.73,2983.94,10000.00,0.00
60.60,99223.03,2982.99,10000.00,0.00
60.70,99521.23,2982.03,10000.00,0.00
60.80,99819.34,2981.08,10000.00,0.00
60.90,100117.35,2980.13,10000.00,0.00
61.00,100415.27,2979.18,10000.00,0.00
61.10,100713.09,2978.23,10000.00,0.00
61.20,101010.82,2977.27,10000.00,0.00
61.30,101308.45,2976.32,10000.00,0.00
61.40,101605.99,2975.37,10000.00,0.00
61.50,101903.43,2974.42,10000.00,0.00
61.60,102200.78,2973.47,10000.00,0.00
61.70,102498.03,2972.52,10000.00,0.00
61.80,102795.19,2971.57,10000.00,0.00
61.90,103092.25,2970.62,10000.00,0.00
