Time (s),Altitude (m),Velocity (m/s),Mass (kg),Fuel (%)
244.10,493592.91,1348.43,10000.00,0.00
244.20,493727.67,1347.58,10000.00,0.00
244.30,493862.34,1346.74,10000.00,0.00
244.40,493996.93,1345.89,10000.00,0.00
244.50,494131.44,1345.05,10000.00,0.00
244.60,494265.86,1344.20,10000.00,0.00
244.70,494400.19,1343.36,10000.00,0.00
244.80,494534.45,1342.51,10000.00,0.00
244.90,494668.61,1341.66,10000.00,0.00
245.00,494802.69,1340.82,10000.00,0.00
245.10,494936.69,1339.97,10000.00,0.00
245.20,495070.60,1339.13,10000.00,0.00
245.30,495204.43,1338.28,10000.00,0.00
245.40,495338.18,1337.44,10000.00,0.00
245.50,495471.83,1336.59,10000.00,0.00
245.60,495605.41,1335.75,10000.00,0.00
245.70,495738.90,1334.90,10000.00,0.00
245.80,495872.31,1334.06,10000.00,0.00
245.90,496005.63,1333.21,10000.00,0.00
246.00,496138.86,1332.37,10000.00,0.00
246.10,496272.01,1331.52,10000.00,0.00
246.20,496405.08,1330.67,10000.00,0.00
246.30,496538.07,1329.83,10000.00,0.00
246.40,496670.96,1328.98,10000.00,0.00
246.50,496803.78,1328.14,10000.00,0.00
246.60,496936.51,1327.29,10000.00,0.00
246.70,497069.15,1326.45,10000.00,0.00
246.80,497201.71,1325.60,10000.00,0.00
246.90,497334.19,1324.76,10000.00,0.00
247.00,497466.58,1323.91,10000.00,0.00
247.10,497598.89,1323.07,10000.00,0.00
247.20,497731.11,1322.22,10000.00,0.00
247.30,497863.25,1321.38,10000.00,0.00
247.40,497995.30,1320.53,10000.00,0.00
247.50,498127.27,1319.69,10000.00,0.00
247.60,498259.15,1318.85,10000.00,0.00
247.70,498390.95,1318.00,10000.00,0.00
247.80,498522.67,1317.16,10000.00,0.00
247.90,498654.30,1316.31,10000.00,0.00
248.00,498785.85,1315.47,10000.00,0.00
248.10,498917.31,1314.62,10000.00,0.00
248.20,499048.69,1313.78,10000.00,0.00
248.30,499179.98,1312.93,10000.00,0.00
248.40,499311.19,1312.09,10000.00,0.00
248.50,499442.31,1311.24,10000.00,0.00
248.60,499573.35,1310.40,10000.00,0.00
248.70,499704.31,1309.56,10000.00,0.00
248.80,499835.18,1308.71,10000.00,0.00
248.90,499965.97,1307.87,10000.00,0.00
249.00,500096.67,1307.02,10000.00,0.00
249.10,500227.29,1306.18,10000.00,0.00
249.20,500357.82,1305.33,10000.00,0.00
249.30,500488.27,1304.49,10000.00,0.00
249.40,500618.63,1303.65,10000.00,0.00
249.50,500748.91,1302.80,10000.00,0.00
249.60,500879.11,1301.96,10000.00,0.00
249.70,501009.22,1301.11,10000.00,0.00
249.80,501139.25,1300.27,10000.00,0.00
249.90,501269.19,1299.43,10000.00,0.00
250.00,501399.05,1298.58,10000.00,0.00
250.10,501528.82,1297.74,10000.00,0.00
250.20,501658.51,1296.89,10000.00,0.00
250.30,501788.12,1296.05,10000.00,0.00
250.40,501917.64,1295.21,10000.00,0.00
250.50,502047.07,1294.36,10000.00,0.00
250.60,502176.43,1293.52,10000.00,0.00
250.70,502305.69,1292.67,10000.00,0.00
250.80,502434.88,1291.83,10000.00,0.00
250.90,502563.97,1290.99,10000.00,0.00
251.00,502692.99,1290.14,10000.00,0.00
251.10,502821.92,1289.30,10000.00,0.00
251.20,502950.76,1288.46,10000.00,0.00
251.30,503079.53,1287.61,10000.00,0.00
251.40,503208.20,1286.77,10000.00,0.00
251.50,503336.80,1285.93,10000.00,0.00
251.60,503465.30,1285.08,10000.00,0.00
251.70,503593.73,1284.24,10000.00,0.00
251.80,503722.07,1283.40,10000.00,0.00
251.90,503850.32,1282.55,10000.00,0.00
252.00,503978.49,1281.71,10000.00,0.00
252.10,504106.58,1280.87,10000.00,0.00
252.20,504234.58,1280.02,10000.00,0.00
252.30,504362.50,1279.18,10000.00,0.00
252.40,504490.33,1278.34,10000.00,0.00
252.50,504618.08,1277.49,10000.00,0.00
252.60,504745.75,1276.65,10000.00,0.00
252.70,504873.33,1275.81,10000.00,0.00
252.80,505000.82,1274.96,10000.00,0.00
252.90,505128.24,1274.12,10000.00,0.00
253.00,505255.56,1273.28,10000.00,0.00
253.10,505382.81,1272.43,10000.00,0.00
253.20,505509.97,1271.59,10000.00,0.00
253.30,505637.04,1270.75,10000.00,0.00
253.40,505764.03,1269.91,10000.00,0.00
253.50,505890.94,1269.06,10000.00,0.00
253.60,506017.76,1268.22,10000.00,0.00
253.70,506144.50,1267.38,10000.00,0.00
253.80,506271.15,1266.53,10000.00,0.00
253.90,506397.72,1265.69,10000.00,0.00
254.00,506524.20,1264.85,10000.00,0.00
254.10,506650.61,1264.01,10000.00,0.00
254.20,506776.92,1263.16,10000.00,0.00
254.30,506903.15,1262.32,10000.00,0.00
254.40,507029.30,1261.48,10000.00,0.00
254.50,507155.37,1260.64,10000.00,0.00
254.60,507281.34,1259.79,10000.00,0.00
254.70,507407.24,1258.95,10000.00,0.00
254.80,507533.05,1258.11,10000.00,0.00
254.90,507658.78,1257.27,10000.00,0.00
255.00,507784.42,1256.42,10000.00,0.00
255.10,507909.98,1255.58,10000.00,0.00
255.20,508035.45,1254.74,10000.00,0.00
255.30,508160.84,1253.90,10000.00,0.00
255.40,508286.15,1253.05,10000.00,0.00
255.50,508411.37,1252.21,10000.00,0.00
255.60,508536.50,1251.37,10000.00,0.00
255.70,508661.56,1250.53,10000.00,0.00
255.80,508786.53,1249.69,10000.00,0.00
255.90,508911.41,1248.84,10000.00,0.00
256.00,509036.21,1248.00,10000.00,0.00
256.10,509160.93,1247.16,10000.00,0.00
256.20,509285.56,1246.32,10000.00,0.00
256.30,509410.10,1245.47,10000.00,0.00
256.40,509534.57,1244.63,10000.00,0.00
256.50,509658.95,1243.79,10000.00,0.00
256.60,509783.24,1242.95,10000.00,0.00
256.70,509907.45,1242.11,10000.00,0.00
256.80,510031.58,1241.27,10000.00,0.00
256.90,510155.62,1240.42,10000.00,0.00
257.00,510279.58,1239.58,10000.00,0.00
257.10,510403.45,1238.74,10000.00,0.00
257.20,510527.24,1237.90,10000.00,0.00
257.30,510650.95,1237.06,10000.00,0.00
257.40,510774.57,1236.21,10000.00,0.00
257.50,510898.11,1235.37,10000.00,0.00
257.60,511021.56,1234.53,10000.00,0.00
257.70,511144.93,1233.69,10000.00,0.00
257.80,511268.21,1232.85,10000.00,0.00
257.90,511391.42,1232.01,10000.00,0.00
258.00,511514.53,1231.17,10000.00,0.00
258.10,511637.56,1230.32,10000.00,0.00
258.20,511760.51,1229.48,10000.00,0.00
258.30,511883.38,1228.64,10000.00,0.00
258.40,512006.16,1227.80,10000.00,0.00
258.50,512128.85,1226.96,10000.00,0.00
258.60,512251.46,1226.12,10000.00,0.00
258.70,512373.99,1225.28,10000.00,0.00
258.80,512496.44,1224.43,10000.00,0.00
258.90,512618.79,1223.59,10000.00,0.00
259.00,512741.07,1222.75,10000.00,0.00
259.10,512863.26,1221.91,10000.00,0.00
259.20,512985.37,1221.07,10000.00,0.00
259.30,513107.39,1220.23,10000.00,0.00
259.40,513229.33,1219.39,10000.00,0.00
259.50,513351.18,1218.55,10000.00,0.00
259.60,513472.95,1217.71,10000.00,0.00
259.70,513594.64,1216.86,10000.00,0.00
259.80,513716.24,1216.02,10000.00,0.00
259.90,513837.76,1215.18,10000.00,0.00
260.00,513959.20,1214.34,10000.00,0.00
260.10,514080.55,1213.50,10000.00,0.00
260.20,514201.81,1212.66,10000.00,0.00
260.30,514322.99,1211.82,10000.00,0.00
260.40,514444.09,1210.98,10000.00,0.00
260.50,514565.11,1210.14,10000.00,0.00
260.60,514686.04,1209.30,10000.00,0.00
260.70,514806.88,1208.46,10000.00,0.00
260.80,514927.64,1207.62,10000.00,0.00
260.90,515048.32,1206.78,10000.00,0.00
261.00,515168.91,1205.93,10000.00,0.00
261.10,515289.42,1205.09,10000.00,0.00
261.20,515409.85,1204.25,10000.00,0.00
261.30,515530.19,1203.41,10000.00,0.00
261.40,515650.45,1202.57,10000.00,0.00
261.50,515770.62,1201.73,10000.00,0.00
261.60,515890.71,1200.89,10000.00,0.00
261.70,516010.71,1200.05,10000.00,0.00
261.80,516130.64,1199.21,10000.00,0.00
261.90,516250.47,1198.37,10000.00,0.00
262.00,516370.23,1197.53,10000.00,0.00
262.10,516489.89,1196.69,10000.00,0.00
262.20,516609.48,1195.85,10000.00,0.00
262.30,516728.98,1195.01,10000.00,0.00
262.40,516848.40,1194.17,10000.00,0.00
262.50,516967.73,1193.33,10000.00,0.00
262.60,517086.98,1192.49,10000.00,0.00
262.70,517206.14,1191.65,10000.00,0.00
262.80,517325.23,1190.81,10000.00,0.00
262.90,517444.22,1189.97,10000.00,0.00
263.00,517563.14,1189.13,10000.00,0.00
263.10,517681.96,1188.29,10000.00,0.00
263.20,517800.71,1187.45,10000.00,0.00
263.30,517919.37,1186.61,10000.00,0.00
263.40,518037.95,1185.77,10000.00,0.00
263.50,518156.44,1184.93,10000.00,0.00
263.60,518274.85,1184.09,10000.00,0.00
263.70,518393.17,1183.25,10000.00,0.00
263.80,518511.41,1182.41,10000.00,0.00
263.90,518629.57,1181.57,10000.00,0.00
264.00,518747.64,1180.73,10000.00,0.00
264.10,518865.63,1179.89,10000.00,0.00
264.20,518983.54,1179.05,10000.00,0.00
264.30,519101.36,1178.21,10000.00,0.00
264.40,519219.10,1177.37,10000.00,0.00
264.50,519336.75,1176.53,10000.00,0.00
264.60,519454.32,1175.69,10000.00,0.00
264.70,519571.81,1174.85,10000.00,0.00
264.80,519689.21,1174.01,10000.00,0.00
264.90,519806.52,1173.17,10000.00,0.00
265.00,519923.76,1172.33,10000.00,0.00
265.10,520040.91,1171.50,10000.00,0.00
265.20,520157.97,1170.66,10000.00,0.00
265.30,520274.95,1169.82,10000.00,0.00
265.40,520391.85,1168.98,10000.00,0.00
265.50,520508.67,1168.14,10000.00,0.00
265.60,520625.40,1167.30,10000.00,0.00
265.70,520742.04,1166.46,10000.00,0.00
265.80,520858.60,1165.62,10000.00,0.00
265.90,520975.08,1164.78,10000.00,0.00
266.00,521091.48,1163.94,10000.00,0.00
266.10,521207.79,1163.10,10000.00,0.00
266.20,521324.01,1162.26,10000.00,0.00
266.30,521440.16,1161.42,10000.00,0.00
266.40,521556.21,1160.59,10000.00,0.00
266.50,521672.19,1159.75,10000.00,0.00
266.60,521788.08,1158.91,10000.00,0.00
266.70,521903.89,1158.07,10000.00,0.00
266.80,522019.61,1157.23,10000.00,0.00
266.90,522135.25,1156.39,10000.00,0.00
267.00,522250.80,1155.55,10000.00,0.00
267.10,522366.27,1154.71,10000.00,0.00
267.20,522481.66,1153.87,10000.00,0.00
267.30,522596.97,1153.04,10000.00,0.00
267.40,522712.19,1152.20,10000.00,0.00
267.50,522827.32,1151.36,10000.00,0.00
267.60,522942.37,1150.52,10000.00,0.00
267.70,523057.34,1149.68,10000.00,0.00
267.80,523172.23,1148.84,10000.00,0.00
267.90,523287.03,1148.00,10000.00,0.00
268.00,523401.74,1147.17,10000.00,0.00
268.10,523516.38,1146.33,10000.00,0.00
268.20,523630.92,1145.49,10000.00,0.00
268.30,523745.39,1144.65,10000.00,0.00
268.40,523859.77,1143.81,10000.00,0.00
268.50,523974.07,1142.97,10000.00,0.00
268.60,524088.28,1142.13,10000.00,0.00
268.70,524202.41,1141.30,10000.00,0.00
268.80,524316.46,1140.46,10000.00,0.00
268.90,524430.42,1139.62,10000.00,0.00
269.00,524544.30,1138.78,10000.00,0.00
269.10,524658.09,1137.94,10000.00,0.00
269.20,524771.80,1137.10,10000.00,0.00
269.30,524885.43,1136.27,10000.00,0.00
269.40,524998.97,1135.43,10000.00,0.00
269.50,525112.43,1134.59,10000.00,0.00
269.60,525225.80,1133.75,10000.00,0.00
269.70,525339.10,1132.91,10000.00,0.00
269.80,525452.30,1132.08,10000.00,0.00
269.90,525565.43,1131.24,10000.00,0.00
270.00,525678.47,1130.40,10000.00,0.00
270.10,525791.42,1129.56,10000.00,0.00
270.20,525904.30,1128.72,10000.00,0.00
270.30,526017.08,1127.89,10000.00,0.00
270.40,526129.79,1127.05,10000.00,0.00
270.50,526242.41,1126.21,10000.00,0.00
270.60,526354.95,1125.37,10000.00,0.00
270.70,526467.40,1124.53,10000.00,0.00
270.80,526579.77,1123.70,10000.00,0.00
270.90,526692.06,1122.86,10000.00,0.00
271.00,526804.26,1122.02,10000.00,0.00
271.10,526916.38,1121.18,10000.00,0.00
271.20,527028.41,1120.35,10000.00,0.00
271.30,527140.36,1119.51,10000.00,0.00
271.40,527252.23,1118.67,10000.00,0.00
271.50,527364.01,1117.83,10000.00,0.00
271.60,527475.71,1116.99,10000.00,0.00
271.70,527587.33,1116.16,10000.00,0.00
271.80,527698.86,1115.32,10000.00,0.00
271.90,527810.31,1114.48,10000.00,0.00
272.00,527921.67,1113.64,10000.00,0.00
272.10,528032.95,1112.81,10000.00,0.00
272.20,528144.15,1111.97,10000.00,0.00
272.30,528255.26,1111.13,10000.00,0.00
272.40,528366.29,1110.29,10000.00,0.00
272.50,528477.24,1109.46,10000.00,0.00
272.60,528588.10,1108.62,10000.00,0.00
272.70,528698.88,1107.78,10000.00,0.00
272.80,528809.57,1106.95,10000.00,0.00
272.90,528920.18,1106.11,10000.00,0.00
273.00,529030.71,1105.27,10000.00,0.00
273.10,529141.15,1104.43,10000.00,0.00
273.20,529251.51,1103.60,10000.00,0.00
273.30,529361.79,1102.76,10000.00,0.00
273.40,529471.98,1101.92,10000.00,0.00
273.50,529582.09,1101.09,10000.00,0.00
273.60,529692.11,1100.25,10000.00,0.00
273.70,529802.06,1099.41,10000.00,0.00
273.80,529911.91,1098.57,10000.00,0.00
273.90,530021.69,1097.74,10000.00,0.00
274.00,530131.38,1096.90,10000.00,0.00
274.10,530240.98,1096.06,10000.00,0.00
274.20,530350.51,1095.23,10000.00,0.00
274.30,530459.94,1094.39,10000.00,0.00
274.40,530569.30,1093.55,10000.00,0.00
274.50,530678.57,1092.72,10000.00,0.00
274.60,530787.76,1091.88,10000.00,0.00
274.70,530896.86,1091.04,10000.00,0.00
274.80,531005.88,1090.21,10000.00,0.00
274.90,531114.82,1089.37,10000.00,0.00
275.00,531223.67,1088.53,10000.00,0.00
275.10,531332.44,1087.70,10000.00,0.00
275.20,531441.13,1086.86,10000.00,0.00
275.30,531549.73,1086.02,10000.00,0.00
275.40,531658.25,1085.19,10000.00,0.00
275.50,531766.69,1084.35,10000.00,0.00
275.60,531875.04,1083.51,10000.00,0.00
275.70,531983.30,1082.68,10000.00,0.00
275.80,532091.49,1081.84,10000.00,0.00
275.90,532199.59,1081.00,10000.00,0.00
276.00,532307.61,1080.17,10000.00,0.00
276.10,532415.54,1079.33,10000.00,0.00
276.20,532523.39,1078.49,10000.00,0.00
276.30,532631.15,1077.66,10000.00,0.00
276.40,532738.84,1076.82,10000.00,0.00
276.50,532846.43,1075.99,10000.00,0.00
276.60,532953.95,1075.15,10000.00,0.00
276.70,533061.38,1074.31,10000.00,0.00
276.80,533168.73,1073.48,10000.00,0.00
276.90,533275.99,1072.64,10000.00,0.00
277.00,533383.17,1071.80,10000.00,0.00
277.10,533490.27,1070.97,10000.00,0.00
277.20,533597.28,1070.13,10000.00,0.00
277.30,533704.21,1069.30,10000.00,0.00
277.40,533811.06,1068.46,10000.00,0.00
277.50,533917.82,1067.62,10000.00,0.00
277.60,534024.50,1066.79,10000.00,0.00
277.70,534131.09,1065.95,10000.00,0.00
277.80,534237.61,1065.12,10000.00,0.00
277.90,534344.03,1064.28,10000.00,0.00
278.00,534450.38,1063.44,10000.00,0.00
278.10,534556.64,1062.61,10000.00,0.00
278.20,534662.82,1061.77,10000.00,0.00
278.30,534768.91,1060.94,10000.00,0.00
278.40,534874.92,1060.10,10000.00,0.00
278.50,534980.85,1059.26,10000.00,0.00
278.60,535086.69,1058.43,10000.00,0.00
278.70,535192.45,1057.59,10000.00,0.00
278.80,535298.12,1056.76,10000.00,0.00
278.90,535403.72,1055.92,10000.00,0.00
279.00,535509.23,1055.09,10000.00,0.00
279.10,535614.65,1054.25,10000.00,0.00
279.20,535719.99,1053.42,10000.00,0.00
279.30,535825.25,1052.58,10000.00,0.00
279.40,535930.42,1051.74,10000.00,0.00
279.50,536035.52,1050.91,10000.00,0.00
279.60,536140.52,1050.07,10000.00,0.00
279.70,536245.45,1049.24,10000.00,0.00
279.80,536350.29,1048.40,10000.00,0.00
279.90,536455.04,1047.57,10000.00,0.00
280.00,536559.72,1046.73,10000.00,0.00
280.10,536664.31,1045.90,10000.00,0.00
280.20,536768.81,1045.06,10000.00,0.00
280.30,536873.23,1044.23,10000.00,0.00
280.40,536977.57,1043.39,10000.00,0.00
280.50,537081.83,1042.55,10000.00,0.00
280.60,537186.00,1041.72,10000.00,0.00
280.70,537290.09,1040.88,10000.00,0.00
280.80,537394.09,1040.05,10000.00,0.00
280.90,537498.02,1039.21,10000.00,0.00
281.00,537601.85,1038.38,10000.00,0.00
281.10,537705.61,1037.54,10000.00,0.00
281.20,537809.28,1036.71,10000.00,0.00
281.30,537912.87,1035.87,10000.00,0.00
281.40,538016.37,1035.04,10000.00,0.00
281.50,538119.79,1034.20,10000.00,0.00
281.60,538223.13,1033.37,10000.00,0.00
281.70,538326.38,1032.53,10000.00,0.00
281.80,538429.55,1031.70,10000.00,0.00
281.90,538532.64,1030.86,10000.00,0.00
282.00,538635.64,1030.03,10000.00,0.00
282.10,538738.56,1029.19,10000.00,0.00
282.20,538841.40,1028.36,10000.00,0.00
282.30,538944.15,1027.52,10000.00,0.00
282.40,539046.82,1026.69,10000.00,0.00
282.50,539149.40,1025.85,10000.00,0.00
282.60,539251.90,1025.02,10000.00,0.00
282.70,539354.32,1024.19,10000.00,0.00
282.80,539456.66,1023.35,10000.00,0.00
282.90,539558.91,1022.52,10000.00,0.00
283.00,539661.08,1021.68,10000.00,0.00
283.10,539763.16,1020.85,10000.00,0.00
283.20,539865.16,1020.01,10000.00,0.00
283.30,539967.08,1019.18,10000.00,0.00
283.40,540068.92,1018.34,10000.00,0.00
283.50,540170.67,1017.51,10000.00,0.00
283.60,540272.33,1016.67,10000.00,0.00
283.70,540373.92,1015.84,10000.00,0.00
283.80,540475.42,1015.01,10000.00,0.00
283.90,540576.83,1014.17,10000.00,0.00
284.00,540678.17,1013.34,10000.00,0.00
284.10,540779.42,1012.50,10000.00,0.00
284.20,540880.59,1011.67,10000.00,0.00
284.30,540981.67,1010.83,10000.00,0.00
284.40,541082.67,1010.00,10000.00,0.00
284.50,541183.59,1009.16,10000.00,0.00
284.60,541284.42,1008.33,10000.00,0.00
284.70,541385.17,1007.50,10000.00,0.00
284.80,541485.83,1006.66,10000.00,0.00
284.90,541586.42,1005.83,10000.00,0.00
285.00,541686.92,1004.99,10000.00,0.00
285.10,541787.33,1004.16,10000.00,0.00
285.20,541887.66,1003.33,10000.00,0.00
285.30,541987.91,1002.49,10000.00,0.00
285.40,542088.08,1001.66,10000.00,0.00
285.50,542188.16,1000.82,10000.00,0.00
285.60,542288.16,999.99,10000.00,0.00
285.70,542388.08,999.16,10000.00,0.00
285.80,542487.91,998.32,10000.00,0.00
285.90,542587.66,997.49,10000.00,0.00
286.00,542687.32,996.65,10000.00,0.00
286.10,542786.90,995.82,10000.00,0.00
